"קוד עיר","שם עיר","קוד רחוב","שם רחוב"
"7100","אשקלון","342","אינשטיין"
"7100","אשקלון","343","אבטליון"
"7100","אשקלון","344","מח""ל"
"7100","אשקלון","345","אבשלום"
"7100","אשקלון","346","חוגלה"
"7100","אשקלון","184","הסוחר"
"7100","אשקלון","185","פרגון"
"7100","אשקלון","186","מקורות"
"7100","אשקלון","202","שביל ילין"
"7100","אשקלון","203","חרות"
"7100","אשקלון","204","בן דוסא"
"7100","אשקלון","205","האלמוג"
"7100","אשקלון","206","סירקין"
"7100","אשקלון","207","שד` הר נבו"
"7100","אשקלון","208","הר הבית"
"7100","אשקלון","209","קוממיות"
"7100","אשקלון","210","הסנהדרין"
"7100","אשקלון","211","חברון"
"7100","אשקלון","226","לח""י"
"7100","אשקלון","227","נצח ישראל"
"7100","אשקלון","39","רבי מאיר"
"7100","אשקלון","40","הסופרים היהודים"
"7100","אשקלון","41","הרב הרצוג"
"7100","אשקלון","42","יהדות אמריקה הלטי"
"7100","אשקלון","43","אנה פרנק"
"7100","אשקלון","44","צדק"
"7100","אשקלון","45","נוגה"
"7100","אשקלון","46","מאדים"
"7100","אשקלון","31","שביט"
"7100","אשקלון","362","טבועי סטרומה"
"7100","אשקלון","363","נדוני קהיר"
"7100","אשקלון","380","עלי"
"7100","אשקלון","381","חנניה"
"7100","אשקלון","382","עזריה"
"7100","אשקלון","383","מישאל"
"7100","אשקלון","384","זרובבל"
"7100","אשקלון","385","המרד"
"7100","אשקלון","386","עגנון"
"7100","אשקלון","387","שד` שפירא"
"7100","אשקלון","388","ניצנים"
"7100","אשקלון","389","הרב קוק"
"7100","אשקלון","374","הרב מימון"
"7100","אשקלון","375","אנילביץ"
"7100","אשקלון","376","ביל""ו"
"7100","אשקלון","377","בן קנז עתניאל"
"7100","אשקלון","97","חרצית"
"7100","אשקלון","98","נורית"
"7100","אשקלון","99","כרכום"
"7100","אשקלון","100","יסמין"
"7100","אשקלון","101","ציפורן"
"7100","אשקלון","102","אירוס"
"7100","אשקלון","22","החצב"
"7100","אשקלון","23","התפוז"
"7100","אשקלון","24","אפרסמון"
"7100","אשקלון","25","השומר הצעיר"
"7100","אשקלון","26","קרן היסוד"
"7100","אשקלון","27","בני עקיבא"
"7100","אשקלון","28","סוכנות יהודית"
"7100","אשקלון","29","בית""ר"
"7100","אשקלון","196","תרדיון"
"7100","אשקלון","197","סמ` הל""ה"
"7100","אשקלון","198","צייטלין"
"7100","אשקלון","199","בית לחם"
"7100","אשקלון","200","הור ההר"
"7100","אשקלון","201","ישורון"
"7100","אשקלון","218","המעפילים"
"7100","אשקלון","219","שאר ישוב"
"7100","אשקלון","220","הערבה"
"7100","אשקלון","221","סמ` מהר""ל"
"7100","אשקלון","222","הרב האי גאון"
"7100","אשקלון","223","שמעיה"
"7100","אשקלון","224","חורב"
"7100","אשקלון","225","קדש"
"7100","אשקלון","378","ככר ברק"
"7100","אשקלון","379","טבועי פרייס"
"7100","אשקלון","396","הרב טולידנו"
"7100","אשקלון","397","כורש"
"7100","אשקלון","398","בן עוזאי"
"7100","אשקלון","399","ברטנורה"
"7100","אשקלון","400","מרכוס"
"7100","אשקלון","401","האבות"
"7100","אשקלון","402","חוני המעגל"
"7100","אשקלון","403","מילרוד אליעזר"
"7100","אשקלון","404","שלומציון"
"7100","אשקלון","484","בן יואש גדעון"
"7100","אשקלון","485","השופטים"
"7100","אשקלון","470","מרגלית"
"7100","אשקלון","471","הזכרון"
"7100","אשקלון","472","אסירי ציון"
"7100","אשקלון","473","גבורי ישראל"
"7100","אשקלון","32","שבתאי"
"7100","אשקלון","33","לשם"
"7100","אשקלון","34","עינבר"
"7100","אשקלון","35","משכית"
"7100","אשקלון","36","הגבורה"
"7100","אשקלון","53","אריה בן אליעזר"
"7100","אשקלון","54","כליל החורש"
"7100","אשקלון","55","לוע הארי"
"7100","אשקלון","56","דותן"
"7100","אשקלון","57","השומרון"
"7100","אשקלון","58","עמישב"
"7100","אשקלון","103151","שדרות עמק יזרעאל"
"7100","אשקלון","103175","ת. בן עמר"
"7100","אשקלון","102917","בר יוחאי"
"7100","אשקלון","102929","יעקב מרידור"
"7100","אשקלון","103054","הרב יעקב רקח"
"7100","אשקלון","147","עליית הנוער"
"7100","אשקלון","148","יקותיאל אדם"
"7100","אשקלון","133","חטיבה יהודית לוחמ"
"7100","אשקלון","134","הלימון"
"7100","אשקלון","135","אורט"
"7100","אשקלון","136","שני אליהו"
"7100","אשקלון","137","דיבולט"
"7100","אשקלון","138","השקד אפרידר"
"7100","אשקלון","103296","הלוח העברי"
"7100","אשקלון","103297","הרב יעקב בן חמו"
"7100","אשקלון","103298","אריה עוזר"
"7100","אשקלון","103299","מודיעין"
"7100","אשקלון","523","החבצלת"
"7100","אשקלון","534","הורדים"
"7100","אשקלון","535","השושנים"
"7100","אשקלון","536","הארז"
"7100","אשקלון","537","אילת"
"7100","אשקלון","538","תל חי"
"7100","אשקלון","539","גוש עציון"
"7100","אשקלון","540","העצמאות"
"7100","אשקלון","581","אשכולי פז"
"7100","אשקלון","582","האופה"
"7100","אשקלון","583","הנפח"
"7100","אשקלון","584","המתכנן"
"7100","אשקלון","585","החרש"
"7100","אשקלון","586","האורג"
"7100","אשקלון","575","חוצות היוצר"
"7100","אשקלון","103223","אחלמה"
"7100","אשקלון","103250","המפל"
"7100","אשקלון","13","טבריה"
"7100","אשקלון","14","נחל נעמן"
"7100","אשקלון","102822","הרב כלפון משה הכהן"
"7100","אשקלון","102424","העונות"
"7100","אשקלון","30","הצופים"
"7100","אשקלון","16","אילן סעדון"
"7100","אשקלון","17","הנוער העובד"
"7100","אשקלון","18","ככר משה מרגלית"
"7100","אשקלון","19","רבי עקיבא"
"7100","אשקלון","20","משה קול"
"7100","אשקלון","21","חיים דוד כהנא"
"7100","אשקלון","37","התלמוד"
"7100","אשקלון","38","המשנה"
"7100","אשקלון","103089","כפר דרום"
"7100","אשקלון","103090","אהרון חייבי"
"7100","אשקלון","102826","שדרות חיים ברלב"
"7100","אשקלון","104001","שבו"
"7100","אשקלון","104032","הינשוף"
"7100","אשקלון","104157","אגם דלתון"
"7100","אשקלון","104257","עין עברונה"
"7100","אשקלון","103819","שלווה"
"7100","אשקלון","103823","אליהו הנביא"
"7100","אשקלון","103830","ישפה"
"7100","אשקלון","498","מיכה"
"7100","אשקלון","474","לוחמי הגטאות"
"7100","אשקלון","475","ישעיהו"
"7100","אשקלון","492","חבקוק"
"7100","אשקלון","493","זכריה"
"7100","אשקלון","494","יואל"
"7100","אשקלון","495","סמ` יהושע"
"7100","אשקלון","496","ירמיהו"
"7100","אשקלון","497","דבורה הנביאה"
"7100","אשקלון","103613","עינות צוקים"
"7100","אשקלון","103367","מורג"
"7100","אשקלון","103483","האפיק"
"7100","אשקלון","103386","שחף"
"7100","אשקלון","104165","הטוחן"
"7100","אשקלון","103765","שריג"
"7100","אשקלון","103792","בן עזאי"
"7100","אשקלון","103895","הרב עמרם בן דיוואן"
"7100","אשקלון","103909","טבלן"
"7100","אשקלון","103963","רובינא חנה"
"7100","אשקלון","103976","שדרות עמק חפר"
"7100","אשקלון","104236","הרב מנצור בן שמעון"
"7100","אשקלון","103721","שתילים"
"7100","אשקלון","103737","אגם זוהר"
"7100","אשקלון","103947","שדרות עמק האלה"
"7100","אשקלון","104187","הסרגל"
"7100","אשקלון","104604","האדווה"
"7100","אשקלון","104055","המסלול"
"7100","אשקלון","103987","גובר רבקה"
"7100","אשקלון","103322","ארד"
"7100","אשקלון","103513","חנה אדלר"
"7100","אשקלון","103697","אנפה"
"7100","אשקלון","103743","ש.ב. ישעיהו"
"7100","אשקלון","103884","בלה וקסנר"
"7100","אשקלון","103922","אבא אחימאיר"
"7100","אשקלון","302","רח` ד`"
"7100","אשקלון","303","קק""ל"
"7100","אשקלון","304","קופת חולים"
"7100","אשקלון","305","הרצל"
"7100","אשקלון","306","השקד"
"7100","אשקלון","307","עליה"
"7100","אשקלון","103276","שילה"
"7100","אשקלון","102934","הרב יחיא ערוסי"
"7100","אשקלון","103003","אברהם שטרן"
"7100","אשקלון","103055","הפלדה"
"7100","אשקלון","103075","הרב דוד בוזגלו"
"7100","אשקלון","459","נפתלי"
"7100","אשקלון","476","דן"
"7100","אשקלון","477","ראובן"
"7100","אשקלון","478","אבימלך"
"7100","אשקלון","479","זבולון"
"7100","אשקלון","480","יששכר"
"7100","אשקלון","481","לוי"
"7100","אשקלון","482","אהוד"
"7100","אשקלון","483","שיבת ציון"
"7100","אשקלון","319","קרייתי"
"7100","אשקלון","320","עודד"
"7100","אשקלון","321","שביל שבע"
"7100","אשקלון","322","גולני"
"7100","אשקלון","323","הראל"
"7100","אשקלון","324","אחוזת בית"
"7100","אשקלון","325","הצנחנים"
"7100","אשקלון","311","גבעתי"
"7100","אשקלון","312","הטייסים"
"7100","אשקלון","568","ארצי` שרמן"
"7100","אשקלון","571","הנרי סטרץ`"
"7100","אשקלון","570","קדושי קהיר"
"7100","אשקלון","569","אהרון בוטרשוילי"
"7100","אשקלון","10","ים סוף"
"7100","אשקלון","12","הדר"
"7100","אשקלון","100223","יונתן נתניהו"
"7100","אשקלון","100192","שביל חודשי השנה"
"7100","אשקלון","104970","נחשול"
"7100","אשקלון","104987","אחווה"
"7100","אשקלון","104926","עין עבדת"
"7100","אשקלון","104931","האגס"
"7100","אשקלון","104798","בקעת רימון"
"7100","אשקלון","104808","יסעור"
"7100","אשקלון","104857","הגולשים"
"7100","אשקלון","104877","מתחם פאור סנטר  צומת סילבר"
"7100","אשקלון","103496","ענבר"
"7100","אשקלון","103471","הרב משאש שלום"
"7100","אשקלון","104626","הברזל"
"7100","אשקלון","104633","החובלים"
"7100","אשקלון","104671","עצי פרי"
"7100","אשקלון","104680","מיתר"
"7100","אשקלון","104681","העוז"
"7100","אשקלון","104725","צוללת"
"7100","אשקלון","103431","טופז"
"7100","אשקלון","390","בן זומא"
"7100","אשקלון","391","שער הגיא"
"7100","אשקלון","392","ברגר דוד"
"7100","אשקלון","393","בן עטר"
"7100","אשקלון","394","גדוד הפורצים"
"7100","אשקלון","395","חובבי ציון"
"7100","אשקלון","91","דולב"
"7100","אשקלון","92","דפנה"
"7100","אשקלון","93","אלול"
"7100","אשקלון","94","אב"
"7100","אשקלון","95","תמוז"
"7100","אשקלון","96","סיון"
"7100","אשקלון","81","אייר"
"7100","אשקלון","82","ניסן"
"7100","אשקלון","83","אדר"
"7100","אשקלון","84","שבט"
"7100","אשקלון","85","טבת"
"7100","אשקלון","86","כסלו"
"7100","אשקלון","103","חשון"
"7100","אשקלון","104","תשרי"
"7100","אשקלון","105","עירית"
"7100","אשקלון","106","סחלב"
"7100","אשקלון","107","חלמונית"
"7100","אשקלון","108","צבעוני"
"7100","אשקלון","109","צלף"
"7100","אשקלון","110","סייפן"
"7100","אשקלון","111","הפרדס"
"7100","אשקלון","112","סביון"
"7100","אשקלון","104210","יהלום"
"7100","אשקלון","103073","תנובת השדה"
"7100","אשקלון","456","אשר"
"7100","אשקלון","457","בנימין"
"7100","אשקלון","458","יובל גד"
"7100","אשקלון","249","נחושתן"
"7100","אשקלון","250","עמנואל"
"7100","אשקלון","251","חננאל"
"7100","אשקלון","252","דוד רזיאל"
"7100","אשקלון","464","רחל אמנו"
"7100","אשקלון","59","הגולן"
"7100","אשקלון","60","עמיעד"
"7100","אשקלון","47","טירן"
"7100","אשקלון","48","מבצע משה"
"7100","אשקלון","49","אביבית"
"7100","אשקלון","50","ימית"
"7100","אשקלון","51","דוגית"
"7100","אשקלון","2","דב ברייר"
"7100","אשקלון","3","יד לבנים"
"7100","אשקלון","4","ד'יזרעאלי"
"7100","אשקלון","5","הבציר"
"7100","אשקלון","173","האגוז"
"7100","אשקלון","174","נוה רז"
"7100","אשקלון","175","הדובדבן"
"7100","אשקלון","176","המלך ינאי"
"7100","אשקלון","177","עולי הגרדום"
"7100","אשקלון","178","חתן סופר"
"7100","אשקלון","179","הרב קארו"
"7100","אשקלון","180","בן דוד"
"7100","אשקלון","165","הרי""ף"
"7100","אשקלון","166","אלכסנדרוני"
"7100","אשקלון","167","השריונאים"
"7100","אשקלון","168","בתי אילין"
"7100","אשקלון","169","שד` בן גוריון"
"7100","אשקלון","170","הסולל"
"7100","אשקלון","187","המשביר"
"7100","אשקלון","155","חכם שמעון"
"7100","אשקלון","156","חביב אבשלום"
"7100","אשקלון","157","יוליש משה"
